,l1_ratio,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
16,0.9999414605363652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747104545465,2.3896534757264885,0.9380072055342692,0.7883628694978846,1.0625707716628705,2.2200235194060265,0.927439662860215,0.7541421453884128,1.0390600384525959,2.176498808767054,0.9383488177849725,0.7914973820411801
17,0.99999228082805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746897616092,2.38965347302772,0.9380072144164855,0.7883628697367648,1.0625707575489636,2.2200235515938296,0.9274396717815938,0.7541421408022713,1.0390600011930138,2.1764987865980125,0.9383488267752979,0.7914973841649136
18,0.9999795938541954,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746949272775,2.389653473701387,0.9380072121991802,0.7883628696771355,1.0625707610722799,2.2200235435586144,0.9274396695545122,0.7541421419471335,1.039060010494286,2.1764987921321346,0.9383488245310048,0.7914973836347599
19,0.9999978315607588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746875015963,2.3896534727329946,0.9380072153865704,0.7883628697628524,1.0625707560074904,2.220023555109294,0.9274396727559557,0.754142140301386,1.039059997123648,2.1764987841768053,0.9383488277571901,0.7914973843968586
20,0.9999489378826508,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747074097992,2.3896534753293674,0.9380072068411944,0.7883628695330354,1.062570769586158,2.2200235241421,0.9274396641729024,0.754142144713613,1.0390600329702417,2.176498805505092,0.9383488191078047,0.7914973823536672
21,0.9999556053542796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747046948683,2.389653474975271,0.9380072080065491,0.7883628695643781,1.0625707677344014,2.2200235283651537,0.9274396653433956,0.7541421441119086,1.0390600280817528,2.1764988025964818,0.9383488202873436,0.7914973826323041
22,0.9999995003412196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746868221476,2.3896534726443894,0.9380072156782161,0.7883628697706953,1.0625707555440629,2.220023556166182,0.9274396730488874,0.7541421401508003,1.039059995900237,2.176498783448896,0.9383488280523855,0.7914973844665902
23,0.9999779250737346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874695606753,2.389653473790001,0.9380072119075229,0.7883628696692919,1.0625707615357258,2.220023542501689,0.927439669261569,0.7541421420977248,1.039060011717746,2.176498792860077,0.9383488242357975,0.791497383565025
24,0.9999945228793182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874688848742,2.3896534729086736,0.9380072148083234,0.7883628697473023,1.06257075692633,2.2200235530137995,0.9274396721751592,0.7541421405999533,1.0390599995493108,2.176498785620035,0.9383488271719049,0.7914973842586012
25,0.9999224698439128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747181876891,2.3896534767351483,0.9380072022148994,0.7883628694086033,1.0625707769373682,2.2200235073772374,0.9274396595262097,0.7541421471022869,1.0390600523768474,2.1764988170519186,0.9383488144252016,0.7914973812475129
26,0.9999182325248268,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747199131949,2.38965347696022,0.938007201474244,0.7883628693886813,1.062570778114274,2.220023504693245,0.9274396587822886,0.754142147484705,1.0390600554837834,2.176498818900537,0.9383488136755314,0.7914973810704202
27,0.9999926713201208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746896026172,2.3896534730069856,0.9380072144847311,0.7883628697386001,1.062570757440521,2.220023551841142,0.9274396718501401,0.754142140767034,1.039060000906734,2.17649878642768,0.9383488268443739,0.791497384181231
28,0.9999464798324452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874708410703,2.389653475459913,0.9380072064115672,0.7883628695214804,1.0625707702688385,2.2200235225852034,0.927439663741381,0.7541421449354409,1.0390600347724632,2.1764988065774,0.9383488186729484,0.791497382250943
29,0.9998776189798434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874736452437,2.3896534791177078,0.9380071943749425,0.7883628691977121,1.0625707893950946,2.220023478966887,0.9274396516516851,0.7541421511502289,1.0390600852642462,2.1764988366199556,0.9383488064898224,0.7914973793729485
30,0.9996095571299686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978748456501133,2.3896534933687317,0.9380071475027492,0.7883628679362891,1.0625708638748945,2.2200233091184316,0.9274396045728205,0.7541421753506552,1.0390602818849557,2.176498953615053,0.9383487590471511,0.791497368165139
31,0.9993337171355844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978749580772689,2.389653508053124,0.9380070992439657,0.788362866636507,1.062570940557406,2.220023134257068,0.9274395561012434,0.7541422002657027,1.0390604843206612,2.1764990740802,0.9383487102010419,0.7914973566249083
32,0.999606913873956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874846727161,2.3896534935093503,0.9380071470404336,0.7883628679238424,1.0625708646095098,2.2200233074432174,0.9274396041084665,0.7541421755893456,1.0390602838242815,2.176498954769056,0.938348758579209,0.7914973680545887
33,0.9997465111139012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747898532435,2.3896534860854453,0.9380071714531343,0.788362868580966,1.0625708258178603,2.220023395904873,0.92743962862881,0.7541421629850651,1.03906018141743,2.1764988938327336,0.9383487832890313,0.7914973738921213
34,0.999832277850355,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747549184977,2.3896534815268513,0.938007186448564,0.788362868984468,1.062570801990129,2.22002345024368,0.927439643690358,0.7541421552427574,1.0390601185141282,2.1764988564039425,0.9383487984669707,0.7914973774776969
35,0.9998234229372388,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747585250288,2.3896534819974096,0.9380071849004942,0.7883628689428167,1.062570804450014,2.2200234446339,0.9274396421354623,0.7541421560420489,1.0390601250080274,2.1764988602679045,0.9383487969000591,0.7914973771075399
36,0.9996141682884084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978748437712185,2.389653493123427,0.9380071483092519,0.7883628679580021,1.0625708625933679,2.220023312040823,0.9274396053828796,0.7541421749342627,1.0390602785018277,2.176498951601912,0.9383487598634698,0.7914973683579924
37,0.9998668712758716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747408294984,2.3896534796887243,0.938007192496132,0.7883628691471689,1.0625707923805305,2.2200234721585206,0.9274396497645906,0.7541421521202949,1.0390600931455576,2.1764988413093844,0.9383488045881445,0.7914973789237141
38,0.9998019474634758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747672720721,2.389653483138722,0.9380071811459059,0.7883628688417939,1.062570810416057,2.2200234310283538,0.9274396383643191,0.7541421579805934,1.0390601407579032,2.1764988696393464,0.9383487930997734,0.7914973762097814
